Price,Size,Rooms,Toilets,Suites,Parking,New
700000,146,4,2,1,2,0
320000,65,3,2,1,1,0
460000,66,3,2,1,2,0
250000,61,2,2,1,1,0
880000,180,4,4,3,2,0
250000,72,3,2,1,1,0
750000,180,4,4,3,2,0
260000,64,3,2,1,1,0
260000,56,3,2,1,1,0
850000,182,3,4,3,2,0
830000,180,4,4,3,1,0
880000,180,4,4,3,2,0
920000,180,3,3,1,2,0
780000,180,4,4,3,1,0
920000,180,3,3,1,2,0
730000,180,4,5,3,2,0
600000,180,3,1,3,2,0
800000,181,3,5,3,2,0
335000,55,2,2,1,1,0
285000,56,2,2,1,1,0
265000,49,2,2,1,1,0
850000,180,4,5,3,3,0
635000,180,3,5,3,2,0
850000,160,4,5,3,2,0
800000,185,4,6,3,2,0
700000,181,4,6,3,2,0
245000,50,2,2,1,1,0
285000,63,2,2,1,1,0
880000,185,4,4,3,2,0
380000,80,2,2,1,2,0
350000,55,2,2,1,1,0
265000,52,2,2,1,1,0
358000,55,2,2,1,1,0
365000,53,2,2,1,2,0
169000,41,2,2,1,1,0
377000,53,2,2,1,2,0
168000,41,2,2,1,1,0
240000,72,3,2,1,1,0
585000,62,2,2,1,1,0
690000,82,3,2,1,2,0
219000,49,2,2,1,1,0
580000,85,3,2,1,2,0
299990,53,2,2,1,1,0
380000,56,2,2,1,1,0
850000,101,3,4,3,2,0
219000,49,2,2,1,1,0
370000,58,2,2,1,1,0
700000,81,3,2,1,1,0
1050000,93,3,2,1,3,0
700000,68,2,2,1,1,0
265000,62,3,2,1,1,0
660000,89,3,2,1,2,0
689000,80,3,2,1,2,0
545000,72,3,3,1,1,0
535000,67,2,2,1,1,0
188000,41,2,2,1,1,1
735000,86,2,2,1,2,0
500000,69,2,2,1,1,0
780000,100,3,2,1,2,0
550000,70,2,2,1,2,0
180000,50,2,2,1,1,0
250000,62,2,2,1,1,0
190000,58,2,2,1,1,0
139000,35,2,2,1,1,0
190000,60,2,2,1,1,0
170000,53,3,2,1,1,0
260000,56,2,2,1,1,0
170000,56,3,2,1,1,0
215000,58,2,2,1,1,0
240000,50,2,2,1,1,0
139000,50,2,2,1,1,0
145000,50,2,2,1,1,0
250000,50,2,2,1,1,0
280000,57,2,2,1,1,0
190000,47,2,2,1,1,0
260000,55,3,2,1,1,0
285000,58,2,2,1,1,0
250000,70,3,2,1,1,0
250000,48,2,2,1,1,0
170000,39,2,2,1,1,0
200000,57,2,2,1,1,0
280000,73,3,2,1,1,0
196000,45,2,2,1,1,0
190000,47,1,2,1,1,0
235000,58,2,2,1,1,0
260000,62,2,2,1,1,0
225000,54,2,2,1,1,0
285000,56,2,2,1,1,0
560000,72,3,2,1,1,0
994000,108,3,3,1,2,0
1830000,170,4,4,2,3,0
735000,70,2,2,1,1,0
980000,130,3,4,2,2,0
700000,127,3,3,1,1,0
585000,100,3,4,1,2,0
535000,67,2,2,1,1,0
850000,126,4,5,2,2,0
679900,85,3,2,1,2,0
1472000,160,4,5,1,2,0
623092,70,3,2,1,1,0
1149900,128,3,4,3,2,0
600000,72,2,2,1,1,0
550000,80,3,2,1,2,0
1177000,106,3,3,1,2,0
600000,74,3,2,1,2,0
392000,54,2,2,1,1,0
1245000,133,3,4,2,2,0
450000,110,3,2,1,2,0
679900,80,3,2,1,2,0
623092,70,1,2,1,1,0
585000,70,2,2,1,1,0
1020000,115,3,2,1,2,0
580000,70,2,2,1,2,0
718000,74,2,3,2,1,1
1000000,150,3,4,2,3,0
550000,72,3,2,1,1,0
840000,75,1,2,1,1,0
1480000,125,3,3,1,2,0
1340000,81,2,3,2,2,0
3200000,151,2,3,2,3,0
1200000,96,2,2,1,1,0
2080000,91,1,2,1,2,0
8000000,269,4,5,4,4,0
1900000,187,3,4,1,2,0
1020000,107,3,3,1,1,0
3250000,190,4,5,2,3,0
1380000,145,3,3,1,1,0
1447021,95,2,3,2,2,0
1490000,120,4,3,1,2,0
1860000,144,2,3,2,2,0
1150000,110,3,3,1,1,0
2048880,85,1,2,1,2,0
3600000,185,3,5,3,3,0
1250000,140,3,3,1,1,0
1400000,100,2,4,2,1,0
1200000,96,2,2,1,1,0
585000,45,1,2,1,1,0
1380000,105,1,2,1,2,0
1049000,98,2,2,1,1,0
1210000,48,1,2,1,1,0
1300000,140,3,2,1,1,0
1050000,70,1,2,1,2,0
3850000,200,2,4,2,3,0
1200000,140,3,3,1,1,0
470000,62,2,2,1,1,0
157900,41,2,1,0,1,1
375000,63,2,2,1,1,0
570000,88,3,2,1,2,0
565000,91,3,2,1,2,0
1190000,128,3,3,1,3,0
420000,68,2,2,1,2,0
348000,54,2,2,1,1,0
157900,41,2,1,0,2,1
450000,55,2,2,1,1,0
286000,55,2,2,1,1,0
576000,88,3,2,1,2,0
650000,116,2,2,1,2,0
400000,67,2,2,1,1,0
424000,68,2,2,1,1,0
580000,88,3,2,1,2,0
450000,71,2,2,1,1,0
460000,67,2,2,1,1,0
560000,68,2,2,0,2,1
360000,65,3,2,1,1,0
260000,54,2,2,1,1,0
398000,63,2,2,1,1,0
300000,50,2,2,1,1,0
480000,68,1,2,1,1,0
387900,64,3,2,0,1,1
280000,48,2,2,1,1,0
380000,70,2,2,1,1,0
729775,49,2,2,1,1,0
380000,56,2,2,1,1,0
465000,58,2,2,1,1,0
500000,71,2,2,1,1,0
175000,44,2,2,1,1,0
320000,60,3,2,1,1,0
260000,64,3,2,1,1,0
370000,60,3,2,1,1,0
240000,48,2,2,1,1,0
325000,60,3,2,1,1,0
245000,48,2,2,1,1,0
316500,60,3,2,1,1,0
190000,43,2,2,1,1,0
215000,43,2,2,1,1,0
200000,47,2,2,1,1,0
202000,44,2,2,1,1,0
315000,59,3,2,1,1,0
335000,60,2,2,1,1,0
284000,65,3,2,1,1,0
225000,50,2,2,1,1,0
280000,45,2,2,1,1,0
328000,60,2,2,1,1,0
265000,47,2,2,1,1,0
371000,60,2,2,1,1,0
334000,60,3,2,1,1,0
222000,45,2,2,1,1,0
262000,46,2,2,1,1,0
280000,64,3,2,1,1,0
225000,48,2,2,1,1,0
300000,64,3,2,1,1,0
205000,43,2,2,1,1,0
220000,45,2,2,1,1,0
265000,48,2,2,1,1,0
220000,49,2,2,1,1,0
1290000,100,3,4,1,1,0
1080000,124,3,3,1,1,0
1980000,168,4,4,1,2,0
1190000,81,2,3,1,1,0
2950000,239,3,3,1,2,0
350000,42,1,2,1,1,0
2100000,168,4,4,2,1,0
950000,108,3,3,1,1,0
924000,55,2,3,2,1,0
1179000,101,2,4,2,1,0
1399000,120,3,2,1,1,0
1000000,130,3,2,1,1,0
400000,31,1,2,1,1,0
2890000,240,4,4,3,4,0
8500000,420,4,6,4,4,0
1800000,210,3,4,1,2,0
980000,140,3,2,1,1,0
410000,34,1,2,1,1,0
900000,65,2,1,2,1,1
1300000,138,3,3,1,1,0
900000,60,2,2,1,2,0
1940000,226,3,4,1,2,0
1400000,168,3,4,1,2,0
1600000,115,3,3,1,2,0
2600000,187,3,5,2,2,0
760000,45,1,2,1,1,0
500000,133,3,2,1,1,0
215000,52,2,2,1,1,0
225000,54,2,2,1,1,0
235000,53,2,2,1,1,0
235000,54,2,2,1,1,0
190000,52,2,2,1,1,0
250000,57,2,2,1,1,0
250000,55,2,2,1,1,0
220000,50,2,2,1,1,0
243000,58,2,2,1,1,0
240000,52,2,2,1,1,0
290000,73,3,2,1,1,0
200000,52,2,2,1,1,0
645000,162,3,3,1,2,0
215000,52,2,2,1,1,0
290000,73,3,2,1,1,0
250000,58,2,2,1,1,0
290000,73,3,2,1,1,0
265000,54,2,2,1,1,0
220000,52,2,2,1,1,0
246000,56,2,2,1,1,0
300000,70,3,2,1,1,0
230000,53,2,2,1,1,0
215000,54,2,2,1,1,0
290000,54,2,2,1,1,0
320000,65,3,2,1,1,0
230000,54,2,2,1,1,0
230000,48,2,2,1,1,0
229000,54,2,2,1,1,0
220000,54,2,2,1,1,0
240000,54,2,2,1,1,0
275000,54,2,2,1,1,0
233000,54,2,2,1,1,0
248000,55,2,2,1,1,0
247000,55,2,2,1,1,0
610000,125,3,3,1,2,0
1450000,160,2,3,1,1,0
945000,72,1,2,1,2,0
1000000,150,4,3,1,2,0
600000,75,2,2,1,1,0
1600000,217,4,5,2,3,0
850000,70,2,2,1,2,0
1250000,115,3,3,1,2,0
999000,71,2,2,0,1,1
1590000,170,5,5,2,2,0
3000000,182,4,4,2,4,0
910000,99,2,4,1,2,0
2890000,172,3,5,3,3,0
1550000,140,4,5,3,2,0
470000,40,1,2,1,1,0
1835500,148,3,4,3,2,0
1100000,71,2,2,1,1,0
580000,70,2,2,1,1,0
890000,120,3,4,1,1,0
2970000,182,4,4,2,4,0
1360000,120,2,3,2,2,0
1890000,127,3,3,2,2,0
550000,57,2,2,1,1,0
683000,62,2,2,1,1,0
1740000,170,3,4,2,2,0
580000,60,2,2,1,1,0
543000,57,2,2,1,1,0
1650000,135,3,4,1,2,0
1200000,126,3,2,1,1,0
400000,72,3,2,1,2,0
1500000,237,4,5,2,4,0
622112,92,3,3,1,2,0
665800,125,4,3,1,2,0
1190000,238,4,7,4,4,0
500000,130,3,4,1,3,0
625000,110,3,2,1,2,0
800000,160,3,5,3,3,0
397000,69,2,2,1,2,0
590000,85,2,3,2,1,0
263000,48,1,2,1,2,0
540009,92,3,2,1,2,0
666000,126,4,4,1,2,0
1500000,220,4,4,3,4,0
310900,66,3,2,1,2,0
435000,70,2,2,1,1,0
467000,80,3,2,0,1,1
309900,66,2,2,1,2,0
830000,140,2,3,1,2,0
295000,50,2,2,1,1,0
490000,66,2,2,1,2,0
360000,75,3,3,1,2,0
635000,130,2,2,1,2,0
567600,67,3,1,0,1,1
247800,54,2,2,1,1,0
298000,70,2,2,1,1,0
650000,130,3,3,1,2,0
280000,49,2,2,1,1,0
290000,50,2,2,1,1,0
280000,51,2,2,1,1,0
270000,54,2,2,1,1,0
250000,57,2,2,1,1,0
215000,50,2,2,1,1,0
278000,69,2,2,1,1,0
243000,56,2,2,1,1,0
205000,44,1,2,1,1,0
240000,48,2,2,1,1,0
238500,47,2,2,1,1,0
270000,51,2,2,1,1,0
250000,58,2,2,1,1,0
300000,46,2,2,1,1,0
220000,59,2,2,1,1,0
250000,65,2,2,1,1,0
265000,48,2,2,1,1,0
270000,70,2,2,1,1,0
295000,61,2,2,1,1,0
270000,70,2,2,1,1,0
320000,74,2,2,1,1,0
225000,50,2,2,1,1,0
265000,70,2,2,1,1,0
295000,65,2,2,1,1,0
466000,73,2,2,1,1,0
350000,58,2,2,1,1,0
278000,60,2,2,1,1,0
265000,49,2,2,1,1,0
280000,50,2,2,1,1,0
280000,52,2,2,1,1,0
180000,35,1,2,1,1,0
351000,61,2,2,1,1,0
326134,61,2,2,1,1,0
361150,64,2,2,1,1,0
313296,61,2,2,1,1,0
362000,64,2,2,1,1,0
326000,61,2,2,1,1,0
313296,61,2,2,1,1,0
430000,60,2,2,1,1,0
418000,67,2,2,1,1,0
367500,62,2,2,1,1,0
180000,38,1,2,1,1,0
188000,40,2,2,1,1,0
399900,44,2,2,1,1,0
152000,32,2,2,1,1,1
219000,49,2,2,1,1,0
585000,100,3,3,1,1,0
361150,64,2,2,1,1,0
458545,74,3,2,1,2,0
290000,48,2,2,1,1,0
326000,61,2,2,1,1,0
361114,64,2,2,1,1,0
458545,74,3,2,1,2,0
249000,54,2,2,1,1,0
850000,84,3,2,1,2,0
415000,65,2,2,1,1,0
313296,61,2,2,1,1,0
242629,60,2,2,1,1,0
380000,71,2,2,1,1,0
795000,69,2,2,1,1,0
720000,83,3,2,1,2,0
338000,53,2,2,1,1,0
395000,72,3,2,1,2,0
570000,82,3,2,1,1,0
380000,71,3,2,1,1,0
674000,92,3,2,1,2,0
541000,67,2,2,1,2,0
335000,53,2,2,1,1,0
199000,43,2,2,1,1,1
624900,92,3,3,1,2,0
618657,83,3,2,1,2,0
630000,92,3,3,1,2,0
1850000,189,4,3,2,3,0
1242198,113,3,3,1,2,0
1080000,124,3,4,1,2,0
400000,71,3,2,1,1,1
570000,100,2,2,1,1,0
380000,71,3,2,1,1,0
1200000,160,3,5,3,2,0
2600000,250,4,6,4,4,0
1950000,237,4,4,3,3,0
1250000,117,3,3,1,2,0
881000,74,1,2,1,1,0
705000,65,2,2,1,1,0
380000,71,3,2,1,1,0
1869000,181,3,5,3,3,0
619990,83,3,2,1,1,0
199000,43,2,2,1,1,0
1878980,181,4,5,3,3,0
1257575,113,2,3,1,2,0
970000,130,3,5,3,2,0
673000,92,3,3,1,2,0
729000,83,3,2,1,2,0
1680000,208,4,6,4,4,0
490000,65,2,2,1,1,0
680000,87,3,3,1,2,0
950000,130,3,5,3,2,0
199000,45,2,2,1,1,0
240000,43,2,2,1,1,0
389900,35,1,2,1,1,0
337310,54,2,2,1,1,0
334000,53,2,2,1,1,0
2449400,250,4,5,4,4,0
699000,83,3,2,1,2,0
1849430,189,4,5,4,4,0
1190000,177,3,3,1,2,0
673000,92,3,3,1,2,0
729315,83,3,2,1,2,0
515000,105,2,2,1,1,0
720000,100,3,3,1,2,0
592077,68,2,2,1,2,0
790000,100,3,3,1,2,0
613000,61,2,2,1,2,0
410000,70,2,3,1,2,0
501400,51,2,2,1,1,0
574000,61,2,2,1,2,0
595000,76,3,2,1,1,0
605996,64,2,2,1,1,0
430000,70,2,2,1,2,0
579001,65,2,2,1,1,0
615000,72,2,2,1,2,0
459000,70,2,2,1,1,0
610000,65,2,2,1,2,0
720000,89,3,2,1,2,0
599000,65,2,2,1,1,0
815001,83,3,3,1,2,0
739000,72,2,2,1,2,0
263000,63,2,2,1,1,0
398990,63,2,2,1,1,0
398850,63,2,2,1,1,0
750000,64,2,2,1,2,0
1060000,103,4,4,2,3,0
199000,41,2,2,1,1,0
620000,72,2,2,1,2,0
659070,58,2,2,1,1,0
549000,60,2,2,1,1,0
690000,80,3,2,1,1,0
540000,84,3,3,1,2,0
360000,55,2,2,1,1,0
475000,50,2,2,1,1,0
399000,63,2,2,3,1,0
680000,70,2,2,1,2,0
450000,73,3,2,1,1,0
285000,48,2,2,1,1,0
320000,51,2,2,1,1,0
320000,55,2,2,1,1,0
350000,50,2,2,1,1,0
320000,55,2,2,1,1,0
330000,50,2,2,1,1,0
320000,50,2,2,1,1,0
540000,67,2,2,1,1,0
287000,55,2,2,1,1,0
465000,67,2,2,1,1,0
320000,55,2,2,1,1,0
530000,66,2,2,1,1,0
250000,56,2,2,1,1,0
330000,63,2,2,1,1,0
955000,210,3,4,2,1,0
349800,75,3,4,1,1,0
251200,65,3,2,1,1,0
730000,110,4,2,1,2,0
300000,65,2,2,1,1,0
250000,50,2,2,1,1,0
320000,48,2,2,1,1,0
318000,47,2,2,1,1,0
320000,56,2,2,1,1,0
137481,51,2,2,1,1,0
98815,51,2,2,1,1,0
320000,48,2,2,1,1,0
395000,65,2,2,1,1,0
462000,67,2,2,1,1,0
474000,67,2,2,1,1,0
258000,50,2,2,1,1,0
399900,77,3,2,1,2,0
700000,102,3,3,1,2,0
354000,59,2,2,1,2,0
237100,47,2,2,1,1,0
545000,83,2,2,1,2,0
349900,58,2,2,1,1,0
397000,69,2,2,1,2,0
1800000,280,4,6,4,4,0
740000,95,2,3,2,2,0
238000,38,1,2,1,1,0
200000,42,2,2,1,1,0
260000,47,2,2,1,1,0
302000,66,3,2,1,2,1
302000,66,3,2,1,2,0
890000,124,3,4,3,3,0
583800,84,3,2,1,2,0
259900,47,2,2,1,1,0
530900,92,3,2,1,3,0
680000,108,3,2,1,2,0
930000,138,3,4,3,2,0
308000,66,3,2,1,2,0
430000,62,2,2,1,2,0
475000,72,2,2,1,2,0
609000,96,3,3,1,2,0
415000,66,2,3,2,1,0
302000,66,3,2,1,2,0
399900,67,2,2,1,5,0
370000,70,3,2,1,2,0
394000,67,2,2,1,1,0
777000,105,3,2,1,1,0
3517000,294,4,6,4,4,0
470000,60,2,2,1,1,0
930000,99,4,2,1,2,0
695000,101,3,3,1,1,0
281000,32,1,2,1,1,1
577000,50,1,2,1,1,0
4182000,267,4,5,4,4,0
2199000,200,4,4,3,3,0
1800000,160,3,3,1,2,0
750000,105,3,3,1,1,0
820000,70,2,2,1,2,0
850000,85,1,2,1,2,0
1800000,163,3,4,3,4,0
802800,72,2,3,2,1,0
359900,33,1,2,1,1,0
500000,67,2,2,1,1,0
840000,91,3,4,1,2,0
650000,78,2,2,1,1,0
800000,82,3,2,1,2,0
705000,90,3,3,1,1,0
760000,68,3,2,1,2,0
924000,85,2,3,2,2,0
961500,85,2,3,2,2,0
929500,92,3,3,1,2,0
1250000,125,3,3,1,2,0
350000,42,2,2,1,1,0
449000,95,4,2,1,1,0
480000,68,2,2,1,1,0
440000,95,4,2,1,1,0
890000,104,3,3,1,2,0
155300,38,1,1,0,1,1
363000,67,3,2,1,2,0
1430000,188,3,5,3,3,0
260000,64,3,2,1,1,0
503565,67,3,2,1,1,0
350000,85,3,3,1,2,0
155300,38,1,1,0,1,1
483000,77,3,2,1,1,0
384000,50,2,2,1,1,0
620000,82,3,2,1,1,0
485000,67,3,2,1,1,0
509000,82,3,2,1,2,0
1950000,190,3,4,1,4,0
370000,50,2,2,1,1,0
480000,66,3,2,1,1,0
470000,68,3,2,1,1,0
503565,67,3,2,1,1,0
162300,37,1,2,1,1,0
490000,67,3,2,1,1,0
385000,50,2,2,1,1,0
595000,76,2,2,1,2,0
385000,50,2,2,1,1,0
720000,77,2,2,1,1,0
950000,73,2,2,1,1,0
3910000,220,3,4,3,4,0
2710001,211,3,4,3,3,0
5465644,286,4,5,4,4,0
1199770,243,4,7,4,4,0
4999070,286,4,7,4,4,0
960000,73,2,2,1,1,0
5800000,286,4,6,4,4,0
3590000,206,4,5,4,4,0
1200000,125,3,2,1,2,0
940000,104,3,2,1,2,0
1100000,96,3,2,1,2,0
5814000,285,4,6,4,4,0
940000,104,3,4,1,2,0
6000000,286,4,5,4,4,0
7559420,377,3,4,3,4,0
1130000,105,3,3,1,2,0
2000000,163,4,3,2,3,0
5850000,286,4,5,4,4,0
3691000,206,4,5,1,4,0
480000,60,2,2,1,2,0
5630000,286,4,6,3,4,0
969800,107,3,2,1,2,0
866000,73,2,2,1,1,0
1595000,233,4,5,4,4,0
1790000,234,3,6,3,3,0
330000,60,3,2,1,1,0
485000,80,3,2,1,2,0
320000,52,2,2,1,1,0
1700000,266,4,5,4,4,0
455000,76,3,2,1,1,0
480000,74,3,2,1,1,0
2420000,266,4,4,2,4,0
430000,63,2,2,1,1,0
1800000,266,4,1,4,4,0
1850000,266,3,5,3,4,0
430000,75,3,2,1,2,0
340000,50,2,2,1,1,0
445000,74,3,2,1,2,0
425000,64,3,2,1,2,0
467000,74,3,3,1,2,0
430000,75,3,2,1,2,0
415000,78,3,2,1,1,0
440000,75,3,2,1,1,0
1450000,266,4,5,4,4,0
1900000,266,4,1,2,4,0
350000,50,2,2,1,1,0
1350000,266,4,5,4,4,0
1690000,266,4,5,4,4,0
2100000,266,4,5,4,4,0
360000,50,2,2,1,1,0
340000,50,2,2,1,1,0
1850000,266,3,5,3,4,0
1450000,266,4,6,4,4,0
209000,40,2,2,1,1,0
150900,41,2,1,0,1,1
238000,50,2,2,1,1,0
87000,52,2,2,1,1,0
179000,40,2,2,1,1,0
290000,48,2,2,1,1,0
179000,40,2,2,1,1,0
150900,41,2,1,0,1,1
184900,40,2,2,1,1,0
190000,48,2,2,1,1,0
250000,48,2,2,1,1,0
185000,50,2,2,1,1,0
234000,48,2,2,1,1,0
205800,40,2,2,1,1,0
240000,48,2,2,1,1,0
255000,48,2,2,1,1,0
230000,48,2,2,1,1,0
179000,40,2,2,1,1,1
270000,49,2,2,1,1,0
250000,48,2,2,1,1,0
170000,51,2,2,1,1,0
249000,47,2,2,1,1,0
237000,55,2,2,1,1,0
188600,40,2,2,1,1,0
212000,50,2,2,1,1,0
140000,48,2,2,1,1,0
184900,40,2,2,1,1,0
205800,40,2,2,1,1,0
234000,55,2,2,1,1,0
260000,50,2,2,1,1,0
567600,66,3,2,1,1,0
540000,66,2,2,1,1,0
279000,57,2,2,1,1,0
628300,66,2,2,1,1,0
584000,66,2,2,1,1,0
345000,77,3,2,1,1,0
379999,50,2,2,1,1,0
380000,50,2,2,1,1,0
621700,91,3,3,1,2,0
627000,66,2,2,1,1,1
746000,67,2,2,1,1,0
350000,55,2,2,1,1,0
450000,59,2,2,1,1,0
430000,77,3,2,1,2,0
280000,75,2,2,1,1,0
1439500,154,4,4,3,2,0
579000,63,2,2,1,1,0
205100,44,2,2,1,1,0
503000,77,3,2,1,1,0
2424900,264,3,5,3,3,0
169000,40,2,2,1,1,0
219000,41,2,2,1,1,0
219000,41,2,2,1,1,0
215000,41,2,2,1,1,1
219000,41,2,2,1,1,0
320000,64,3,2,1,1,0
1078700,134,4,4,0,2,1
219000,41,2,2,1,1,1
229000,41,2,2,1,1,0
219000,41,2,2,1,1,1
219000,41,2,2,1,1,0
219000,41,2,2,1,1,1
219000,41,2,2,1,1,0
219900,41,2,2,1,1,0
260000,50,2,2,1,1,0
219000,41,2,2,1,1,0
275000,50,2,2,1,1,0
240000,47,2,2,1,1,0
339000,55,2,2,1,1,0
230000,42,2,2,1,1,0
245000,51,2,2,1,1,0
219000,41,2,2,1,1,1
185000,35,1,2,1,1,0
210000,60,2,2,1,1,0
219000,41,2,2,1,1,0
219000,41,2,2,1,1,0
219000,41,2,2,1,1,0
448500,75,3,2,1,2,0
449000,74,3,3,2,2,0
450000,69,3,2,1,1,0
480000,70,3,2,1,1,0
194000,34,2,2,1,1,0
368990,59,2,2,1,1,0
379000,60,2,2,1,1,0
540000,85,3,2,1,1,0
250100,42,2,2,1,1,1
280000,59,2,2,1,1,0
388000,112,2,2,1,1,0
680000,81,3,2,1,2,0
285000,60,2,2,1,1,0
800000,107,3,4,3,2,0
320000,52,2,2,1,1,0
215000,53,2,2,1,1,0
290000,51,2,2,1,1,0
305000,45,2,2,1,1,1
421000,69,2,2,1,1,0
560000,79,3,2,1,2,0
307000,45,2,2,1,1,0
340000,56,2,2,1,1,0
194000,34,2,2,1,1,0
250000,45,2,2,1,1,1
320000,49,2,2,1,1,0
485000,70,3,2,1,1,0
1650000,186,4,5,2,3,0
490000,70,3,2,1,1,0
335000,62,2,2,1,1,0
385000,70,3,2,1,1,0
385000,70,3,2,1,1,0
320000,50,2,2,1,1,0
379000,70,3,2,1,1,0
480000,54,2,2,1,1,0
333000,62,2,2,1,1,0
370000,66,2,2,1,1,0
570000,84,3,2,1,2,0
333000,62,2,2,1,1,0
350000,50,2,2,1,1,0
580000,70,3,2,1,2,0
353000,62,2,2,1,1,0
520000,78,2,2,1,2,0
1200000,156,3,5,2,2,0
333300,62,2,2,1,1,0
347500,63,2,2,1,1,0
1280000,156,3,5,3,2,0
1600000,186,3,5,3,3,0
280000,65,2,2,1,2,0
572000,70,3,2,1,2,0
650000,83,3,2,1,2,0
413400,82,3,3,1,2,0
1780000,234,4,5,3,4,0
1280000,156,3,5,3,2,0
395000,70,3,2,1,1,0
1300000,156,3,5,3,2,0
390000,90,3,2,1,2,1
475000,58,2,2,1,1,0
710000,69,2,2,1,1,0
550000,70,2,2,1,2,0
610000,68,3,2,1,1,0
500000,68,3,2,1,2,0
420000,58,2,2,1,1,0
500000,67,2,2,1,1,0
400000,58,2,2,1,1,0
479000,58,2,2,1,1,0
455000,57,2,2,1,1,0
540000,68,3,2,1,1,0
410000,58,2,2,1,1,0
450000,57,2,2,1,1,0
395000,58,2,2,1,2,0
450000,60,2,2,1,1,0
470000,68,2,2,1,1,0
401002,67,2,2,1,1,0
395000,59,2,2,1,2,0
510000,58,2,2,1,1,0
770000,92,3,2,1,2,0
760000,66,2,2,1,2,0
655391,81,3,3,1,2,0
850000,94,3,3,2,2,0
265000,66,2,2,1,1,0
448500,56,2,2,1,1,0
1072140,134,4,3,2,2,0
399900,55,2,2,1,1,0
389900,49,2,2,1,1,0
1290000,138,3,4,3,3,0
430000,53,2,2,1,1,0
403811,55,2,2,1,1,0
670000,78,3,1,0,2,1
340000,49,2,2,1,1,0
850000,85,2,2,1,1,0
1300000,134,3,4,3,2,0
460000,56,2,2,1,1,0
1650000,137,3,3,2,2,0
309000,48,2,2,1,1,0
1072140,134,4,3,2,2,0
328000,64,2,2,1,1,0
1129000,156,3,5,3,3,0
220000,57,2,2,1,1,0
589000,81,3,2,1,2,0
620000,68,2,2,1,1,0
260000,57,2,2,1,1,0
665147,81,3,2,1,2,0
1060000,101,3,3,2,2,0
590000,117,3,3,1,1,0
335600,53,2,2,1,1,0
295000,50,2,2,1,1,0
395000,63,3,2,1,1,0
350000,56,2,2,1,2,0
370000,70,3,2,1,1,0
369000,68,3,2,1,1,0
690000,97,3,2,1,2,0
339000,53,2,2,1,1,0
280000,50,2,2,1,1,0
320000,50,2,2,1,1,0
287000,50,2,2,1,1,0
330000,55,2,2,1,1,0
699000,86,3,3,1,2,0
275000,49,2,2,1,1,0
280000,48,2,2,1,1,0
370000,62,2,3,2,1,0
335000,53,2,2,1,1,0
249000,50,2,2,1,1,0
440000,70,2,2,1,1,0
455000,70,3,2,1,1,0
240000,55,2,2,1,1,0
323505,45,2,2,1,1,0
875000,100,3,3,1,2,0
318000,56,2,2,1,1,0
395000,64,3,2,1,1,0
335600,54,2,2,1,1,0
328000,62,2,2,1,1,0
480000,64,2,2,1,1,0
275000,47,2,2,1,1,0
1250000,100,3,3,1,2,0
900000,99,2,3,1,1,0
1244000,100,3,3,1,2,0
550000,98,3,2,1,1,0
650000,98,3,2,1,1,0
660000,90,1,2,1,1,0
951600,118,3,3,0,2,1
835000,106,3,2,1,1,0
1000000,140,3,4,1,2,0
980000,109,3,3,1,2,0
650000,124,3,3,1,1,0
638000,60,2,1,0,1,1
740000,87,3,3,1,2,0
1100000,98,3,2,1,2,0
528500,60,2,2,1,1,0
620000,95,2,2,1,1,0
1890000,150,4,4,3,3,0
380000,60,2,2,1,1,0
1700000,143,4,4,2,2,0
3830000,250,4,6,4,4,0
660000,64,2,2,1,2,0
753657,74,2,2,1,1,0
748000,84,3,3,1,1,0
1380000,145,4,5,4,2,0
760000,80,2,3,1,1,0
1200000,136,3,4,1,1,0
3400000,255,4,6,4,4,0
1200000,124,3,4,1,2,0
189000,41,2,2,1,1,0
120000,45,2,2,1,1,0
189900,41,2,2,1,1,0
199000,45,2,2,1,1,0
188990,40,2,2,1,1,0
191700,41,2,2,1,1,0
199000,37,2,2,1,1,0
179000,37,2,2,1,1,0
239000,43,2,2,1,1,0
189000,37,2,2,1,1,1
191700,41,2,2,1,1,0
199000,37,2,2,1,1,0
199000,40,2,2,1,1,0
199000,40,2,2,1,1,1
239000,43,2,2,1,1,0
264900,51,3,2,1,1,0
199000,37,2,2,1,1,0
239000,43,2,2,1,1,0
150000,50,2,2,1,1,0
191700,41,2,2,1,1,0
195000,40,2,2,1,1,0
130000,48,2,2,1,1,0
199000,37,2,2,1,1,0
239000,43,2,2,1,1,0
190800,40,2,2,1,1,0
215000,42,2,2,1,1,0
1007100,65,2,2,1,1,0
800000,93,2,3,1,2,0
690000,51,2,2,1,1,0
630000,79,3,2,1,1,0
1020000,85,2,2,1,2,0
786500,59,2,2,1,1,0
1250000,74,1,2,1,2,0
670000,62,2,2,1,1,0
1080000,88,3,2,1,2,0
883500,57,1,2,1,1,0
319900,30,1,2,1,1,0
821000,68,2,2,1,1,1
522000,49,1,2,1,1,0
1200000,90,2,2,1,2,0
1750000,88,2,2,1,2,0
1250000,158,4,3,2,3,0
820000,80,3,2,1,1,0
574000,42,1,2,1,1,0
699000,59,2,2,1,2,0
970000,78,2,2,1,1,0
1590000,120,3,2,1,2,0
1242696,97,3,3,1,2,0
470000,65,2,2,1,1,0
1044100,73,2,2,1,1,0
